96,56
88,92
61,61
76,92
97,78
26,80
37,44
40,98
20,62
17,63
74,62
44,92
53,0
0,99
20,8
71,87
43,12
24,65
86,53
63,14
41,90
86,54
85,47
37,19
69,41
92,5
17,73
4,88
32,25
32,72
56,66
42,25
89,6
67,78
87,20
9,5
65,17
60,62
13,99
57,0
37,1
91,44
91,95
61,25
45,96
46,96
27,3
76,50
32,38
75,2
32,54
7,52
49,43
17,4
61,50
52,33
92,9
89,86
60,62
90,55
0,62
38,28
63,60
70,87
35,98
75,74
3,44
95,90
64,34
11,60
9,49
84,70
48,36
38,60
75,59
0,28
98,81
30,75
58,61
94,1
7,79
18,51
12,72
36,49
24,71
95,50
4,30
54,50
30,86
82,56
6,2
69,31
21,83
44,60
0,45
65,95
43,91
82,7
62,70
48,72
49,53
25,17
87,65
33,22
33,83
50,23
97,77
40,14
74,20
29,70
64,92
75,43
76,15
18,18
39,71
73,37
96,65
10,38
57,19
85,25
79,55
55,42
13,74
51,29
11,21
67,83
87,90
33,99
73,73
79,21
40,93
4,3
16,94
3,68
5,42
19,11
29,67
95,48
79,8
8,2
35,49
54,6
9,4
49,10
11,28
98,70
44,48
48,29
90,42
14,71
34,46
86,2
65,31
20,51
66,57
79,72
46,9
97,91
46,16
58,71
93,8
71,98
47,48
44,72
42,89
67,6
64,71
33,54
39,53
14,93
58,47
49,50
86,86
83,17
21,88
80,56
32,98
57,48
48,25
77,14
5,76
51,82
2,75
42,15
49,16
41,85
99,28
27,39
82,85
60,40
95,99
96,95
78,44
61,2
78,20
12,36
56,57
19,18
61,52
82,87
7,4
3,94
95,78
75,26
24,78
96,36
67,21
86,34
8,79
68,32
0,80
11,68
83,54
80,89
62,57
39,94
80,35
15,14
75,18
91,84
33,17
53,90
75,69
86,35
46,50
5,47
31,53
93,55
29,64
20,74
90,0
92,4
6,16
43,85
60,98
55,96
19,91
80,28
63,80
62,43
14,78
9,72
42,63
66,77
82,31
77,31
11,55
54,47
5,47
98,59
95,38
59,77
89,24
55,15
79,23
2,26
92,59
33,98
72,81
68,79
85,10
37,86
30,78
89,14
78,71
68,41
65,60
40,88
88,92
78,93
1,26
91,27
30,89
46,67
70,21
3,30
88,52
95,98
23,33
4,62
34,49
38,35
7,41
26,56
69,96
2,44
20,11
95,12
44,8
29,82
75,67
46,75
54,53
42,37
17,65
30,79
67,72
81,23
49,88
12,67
2,53
10,50
82,25
75,32
5,30
2,20
74,17
36,53
55,49
5,63
23,92
41,23
40,11
32,28
54,51
92,80
5,88
33,37
8,29
54,88
31,29
72,0
70,14
37,68
48,65
74,4
39,22
44,26
94,96
3,96
84,48
27,25
91,21
25,7
86,70
27,23
90,81
5,79
8,83
17,81
88,25
58,53
12,4
98,57
20,71
68,52
31,27
90,96
73,21
29,63
78,93
96,53
92,97
34,55
14,69
56,26
39,90
52,81
28,55
74,81
71,27
49,20
9,32
51,47
26,24
57,14
77,34
91,88
91,81
38,72
82,30
30,43
8,74
21,41
66,33
68,84
62,41
47,35
8,23
7,12
13,37
25,71
86,54
8,46
34,83
63,37
54,38
46,28
72,71
33,68
58,58
0,34
43,25
26,2
18,46
89,98
88,58
35,35
42,36
66,8
81,84
70,0
88,58
39,62
74,45
69,39
3,9
48,43
20,33
92,41
37,90
16,92
14,37
10,41
97,77
28,90
39,79
32,92
88,29
38,77
4,36
64,12
93,80
65,61
96,67
79,79
54,16
41,5
60,2
43,29
50,75
44,90
52,40
68,99
24,87
1,77
29,66
73,95
1,26
27,83
70,44
73,88
95,50
92,18
15,95
52,83
7,40
80,83
22,76
32,14
8,11
97,34
24,13
36,79
91,75
42,60
49,11
23,77
38,70
27,94
2,16
8,82
20,29
46,2
43,27
5,31
12,48
14,53
56,17
30,79
58,31
68,38
59,52
48,1
56,68
67,20
82,4
82,99
23,58
93,38
63,7
74,4
19,59
82,39
52,52
83,10
65,3
32,83
45,42
82,89
79,62
26,56
88,34
89,57
2,69
55,30
63,95
99,5
77,59
61,17
32,92
35,92
55,90
52,49
13,89
96,4
25,17
8,59
78,19
39,56
82,16
0,62
97,45
77,98
15,61
96,97
78,42
0,74
0,22
61,72
13,98
19,72
39,49
79,55
97,56
56,83
29,34
38,46
41,21
71,87
52,6
17,95
58,10
21,26
9,8
78,0
8,9
46,55
16,24
35,74
93,2
3,15
1,43
21,78
56,4
62,7
60,39
61,33
56,69
28,91
65,69
56,38
95,43
71,26
74,98
94,30
25,84
15,58
5,71
74,5
45,44
30,70
29,21
38,12
45,19
79,3
